Hispanic_Origin	Race	Year	ICD10.130.Infants	ICD10.Code	Deaths	Population	Crude_Rate
Not Hispanic or Latino	Black or African American	2003	"All other endocrine, nutritional and metabolic diseases (E00-E32,E34.0-E34.2,E34.4-E34.9,E65-E83,E85,E88)"	GR130-038	25	577488	4.3
Not Hispanic or Latino	Black or African American	2003	Diseases of the nervous system (G00-G98)	GR130-039	92	577488	15.9
Not Hispanic or Latino	Black or African American	2003	"#Meningitis (G00,G03)"	GR130-040	22	577488	3.8
Not Hispanic or Latino	Black or African American	2003	#Infantile cerebral palsy (G80)	GR130-042	6	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	"#Anoxic brain damage, not elsewhere classified (G93.1)"	GR130-043	22	577488	3.8
Not Hispanic or Latino	Black or African American	2003	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	42	577488	7.3
Not Hispanic or Latino	Black or African American	2003	#Diseases of the ear and mastoid process (H60-H93)	GR130-045	2	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	#Diseases of the circulatory system (I00-I99)	GR130-046	174	577488	30.1
Not Hispanic or Latino	Black or African American	2003	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	41	577488	7.1
Not Hispanic or Latino	Black or African American	2003	"Pericarditis, endocarditis and myocarditis (I30,I33,I40)"	GR130-048	13	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	Cardiomyopathy (I42)	GR130-049	22	577488	3.8
Not Hispanic or Latino	Black or African American	2003	Cardiac arrest (I46)	GR130-050	10	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	Cerebrovascular diseases (I60-I69)	GR130-051	31	577488	5.4
Not Hispanic or Latino	Black or African American	2003	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	57	577488	9.9
Not Hispanic or Latino	Black or African American	2003	"Diseases of the respiratory system (J00-J98,U04)"	GR130-053	211	577488	36.5
Not Hispanic or Latino	Black or African American	2003	#Acute upper respiratory infections (J00-J06)	GR130-054	3	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	#Influenza and pneumonia (J09-J18)	GR130-055	91	577488	15.8
Not Hispanic or Latino	Black or African American	2003	Influenza (J09-J11)	GR130-056	7	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	Pneumonia (J12-J18)	GR130-057	84	577488	14.5
Not Hispanic or Latino	Black or African American	2003	#Acute bronchitis and acute bronchiolitis (J20-J21)	GR130-058	12	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	"#Bronchitis, chronic and unspecified (J40-J42)"	GR130-059	4	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	#Asthma (J45-J46)	GR130-060	3	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	#Pneumonitis due to solids and liquids (J69)	GR130-061	4	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)"	GR130-062	94	577488	16.3
Not Hispanic or Latino	Black or African American	2003	Diseases of the digestive system (K00-K92)	GR130-063	188	577488	32.6
Not Hispanic or Latino	Black or African American	2003	"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)"	GR130-064	124	577488	21.5
Not Hispanic or Latino	Black or African American	2003	"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)"	GR130-065	18	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)"	GR130-066	46	577488	8
Not Hispanic or Latino	Black or African American	2003	Diseases of the genitourinary system (N00-N95)	GR130-067	73	577488	12.6
Not Hispanic or Latino	Black or African American	2003	"#Renal failure and other disorders of kidney (N17-N19,N25,N27)"	GR130-068	59	577488	10.2
Not Hispanic or Latino	Black or African American	2003	"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)"	GR130-069	14	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	Certain conditions originating in the perinatal period (P00-P96)	GR130-070	4682	577488	810.8
Not Hispanic or Latino	Black or African American	2003	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	GR130-071	981	577488	169.9
Not Hispanic or Latino	Black or African American	2003	#Newborn affected by maternal hypertensive disorders (P00.0)	GR130-072	25	577488	4.3
Not Hispanic or Latino	Black or African American	2003	#Newborn affected by other maternal conditions which may be unrelated to present pregnancy (P00.1-P00.9)	GR130-073	35	577488	6.1
Not Hispanic or Latino	Black or African American	2003	#Newborn affected by maternal complications of pregnancy (P01)	GR130-074	556	577488	96.3
Not Hispanic or Latino	Black or African American	2003	Newborn affected by incompetent cervix (P01.0)	GR130-075	154	577488	26.7
Not Hispanic or Latino	Black or African American	2003	Newborn affected by premature rupture of membranes (P01.1)	GR130-076	244	577488	42.3
Not Hispanic or Latino	Black or African American	2003	Newborn affected by multiple pregnancy (P01.5)	GR130-077	101	577488	17.5
Not Hispanic or Latino	Black or African American	2003	"Newborn affected by other maternal complications of pregnancy (P01.2-P01.4,P01.6-P01.9)"	GR130-078	57	577488	9.9
Not Hispanic or Latino	Black or African American	2003	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	307	577488	53.2
Not Hispanic or Latino	Black or African American	2003	Newborn affected by complications involving placenta (P02.0-P02.3)	GR130-080	146	577488	25.3
Not Hispanic or Latino	Black or African American	2003	Newborn affected by complications involving cord (P02.4-P02.6)	GR130-081	6	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	Newborn affected by chorioamnionitis (P02.7)	GR130-082	154	577488	26.7
Not Hispanic or Latino	Black or African American	2003	Newborn affected by other and unspecified abnormalities of membranes (P02.8-P02.9)	GR130-083	1	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	#Newborn affected by other complications of labor and delivery (P03)	GR130-084	43	577488	7.4
Not Hispanic or Latino	Black or African American	2003	#Newborn affected by noxious influences transmitted via placenta or breast milk (P04)	GR130-085	15	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	1873	577488	324.3
Not Hispanic or Latino	Black or African American	2003	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	24	577488	4.2
Not Hispanic or Latino	Black or African American	2003	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	1849	577488	320.2
Not Hispanic or Latino	Black or African American	2003	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	1425	577488	246.8
Not Hispanic or Latino	Black or African American	2003	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	424	577488	73.4
Not Hispanic or Latino	Black or African American	2003	#Birth trauma (P10-P15)	GR130-092	7	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	140	577488	24.2
Not Hispanic or Latino	Black or African American	2003	Intrauterine hypoxia (P20)	GR130-094	33	577488	5.7
Not Hispanic or Latino	Black or African American	2003	Birth asphyxia (P21)	GR130-095	107	577488	18.5
Not Hispanic or Latino	Black or African American	2003	#Respiratory distress of newborn (P22)	GR130-096	250	577488	43.3
Not Hispanic or Latino	Black or African American	2003	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	364	577488	63
Not Hispanic or Latino	Black or African American	2003	#Congenital pneumonia (P23)	GR130-098	22	577488	3.8
Not Hispanic or Latino	Black or African American	2003	#Neonatal aspiration syndromes (P24)	GR130-099	14	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	#Interstitial emphysema and related conditions originating in the perinatal period (P25)	GR130-100	40	577488	6.9
Not Hispanic or Latino	Black or African American	2003	#Pulmonary hemorrhage originating in the perinatal period (P26)	GR130-101	63	577488	10.9
Not Hispanic or Latino	Black or African American	2003	#Chronic respiratory disease originating in the perinatal period (P27)	GR130-102	101	577488	17.5
Not Hispanic or Latino	Black or African American	2003	#Atelectasis (P28.0-P28.1)	GR130-103	109	577488	18.9
Not Hispanic or Latino	Black or African American	2003	All other respiratory conditions originating in the perinatal period (P28.2-P28.9)	GR130-104	15	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	Infections specific to the perinatal period (P35-P39)	GR130-105	311	577488	53.9
Not Hispanic or Latino	Black or African American	2003	#Bacterial sepsis of newborn (P36)	GR130-106	264	577488	45.7
Not Hispanic or Latino	Black or African American	2003	#Omphalitis of newborn with or without mild hemorrhage (P38)	GR130-107	1	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	46	577488	8
Not Hispanic or Latino	Black or African American	2003	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	163	577488	28.2
Not Hispanic or Latino	Black or African American	2003	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	142	577488	24.6
Not Hispanic or Latino	Black or African American	2003	#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)	GR130-112	2	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	#Hematological disorders (P60-P61)	GR130-113	19	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)	GR130-114	1	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	#Necrotizing enterocolitis of newborn (P77)	GR130-115	156	577488	27
Not Hispanic or Latino	Black or African American	2003	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	25	577488	4.3
Not Hispanic or Latino	Black or African American	2003	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	411	577488	71.2
Not Hispanic or Latino	Black or African American	2003	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	1015	577488	175.8
Not Hispanic or Latino	Black or African American	2003	Anencephaly and similar malformations (Q00)	GR130-119	37	577488	6.4
Not Hispanic or Latino	Black or African American	2003	Congenital hydrocephalus (Q03)	GR130-120	22	577488	3.8
Not Hispanic or Latino	Black or African American	2003	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	55	577488	9.5
Not Hispanic or Latino	Black or African American	2003	Congenital malformations of heart (Q20-Q24)	GR130-123	270	577488	46.8
Not Hispanic or Latino	Black or African American	2003	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	38	577488	6.6
Not Hispanic or Latino	Black or African American	2003	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	114	577488	19.7
Not Hispanic or Latino	Black or African American	2003	Congenital malformations of digestive system (Q35-Q45)	GR130-126	23	577488	4
Not Hispanic or Latino	Black or African American	2003	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	57	577488	9.9
Not Hispanic or Latino	Black or African American	2003	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	104	577488	18
Not Hispanic or Latino	Black or African American	2003	Down's syndrome (Q90)	GR130-129	16	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	Edward's syndrome (Q91.0-Q91.3)	GR130-130	83	577488	14.4
Not Hispanic or Latino	Black or African American	2003	Patau's syndrome (Q91.4-Q91.7)	GR130-131	55	577488	9.5
Not Hispanic or Latino	Black or African American	2003	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	105	577488	18.2
Not Hispanic or Latino	Black or African American	2003	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	36	577488	6.2
Not Hispanic or Latino	Black or African American	2003	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	1022	577488	177
Not Hispanic or Latino	Black or African American	2003	#Sudden infant death syndrome (R95)	GR130-135	677	577488	117.2
Not Hispanic or Latino	Black or African American	2003	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	345	577488	59.7
Not Hispanic or Latino	Black or African American	2003	"All other diseases (F00-F99,H00-H57,L00-M99)"	GR130-137	3	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	"External causes of mortality (*U01,V01-Y84)"	GR130-138	415	577488	71.9
Not Hispanic or Latino	Black or African American	2003	#Accidents (unintentional injuries) (V01-X59)	GR130-139	283	577488	49
Not Hispanic or Latino	Black or African American	2003	Transport accidents (V01-V99)	GR130-140	28	577488	4.8
Not Hispanic or Latino	Black or African American	2003	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	GR130-141	28	577488	4.8
Not Hispanic or Latino	Black or African American	2003	Falls (W00-W19)	GR130-143	2	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	Accidental drowning and submersion (W65-W74)	GR130-145	13	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	Accidental suffocation and strangulation in bed (W75)	GR130-146	153	577488	26.5
Not Hispanic or Latino	Black or African American	2003	"Other accidental suffocation and strangulation (W76-W77,W81-W84)"	GR130-147	42	577488	7.3
Not Hispanic or Latino	Black or African American	2003	Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80)	GR130-148	17	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	"Accidents caused by exposure to smoke, fire and flames (X00-X09)"	GR130-149	7	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	Accidental poisoning and exposure to noxious substances (X40-X49)	GR130-150	7	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)"	GR130-151	14	577488	Unreliable
Not Hispanic or Latino	Black or African American	2003	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	106	577488	18.4
